,Technology,Test_type,Data Speed(Mbps),Signal_strength
384454,3G,Upload,1.18,-63
384455,3G,Upload,2.72,-55
384456,3G,Upload,2.51,-55
384457,3G,Upload,1.18,-55
384458,3G,Upload,1.14,-55
384459,3G,Upload,2.98,na
384460,3G,Upload,0.96,-55
384461,3G,Upload,3.48,-73
384462,3G,Upload,2.37,-73
384463,3G,Upload,1.16,-75
384464,3G,Upload,2.97,-75
384465,3G,Upload,1.26,-83
384466,3G,Upload,2.2,-77
384467,3G,Upload,1.19,-59
384468,3G,Upload,2.48,-61
384469,3G,Upload,1.9,-85
384470,3G,Upload,0.99,-93
384547,3G,Download,2.07,-85
384548,3G,Download,0.51,-61
384549,3G,Upload,1.34,-85
384550,3G,Upload,0.04,-79
384585,3G,Download,0.48,-81
384586,3G,Download,0.91,-73
384587,3G,Download,1.41,-73
384588,3G,Download,1.47,-85
384589,3G,Download,1.11,-89
384590,3G,Download,0.43,-65
384591,3G,Download,0.4,-73
384592,3G,Download,0.77,-75
384593,3G,Download,0.71,-75
384594,3G,Download,1.67,-71
384595,3G,Download,0.02,-75
384596,3G,Download,1.86,-65
384597,3G,Download,1.29,-69
384598,3G,Download,0.59,-69
384599,3G,Download,0.76,-73
384600,3G,Download,0.37,-83
384601,3G,Download,0.45,-85
384602,3G,Download,1.24,-69
384603,3G,Download,1.31,-69
384604,3G,Download,0.99,-73
384605,3G,Download,2.33,-73
384606,3G,Download,1.51,-73
384607,3G,Download,0.66,-77
384608,3G,Download,0.53,-67
384609,3G,Download,1.08,-95
384610,3G,Upload,0.3,-81
384611,3G,Upload,0.5,-73
384612,3G,Upload,0.7,-73
384613,3G,Upload,0.53,-85
384614,3G,Upload,0.58,-89
384615,3G,Upload,0.32,-65
384616,3G,Upload,0.4,-73
384617,3G,Upload,0.63,-75
384618,3G,Upload,0.61,-75
384619,3G,Upload,0.15,-71
384620,3G,Upload,0.26,-75
384621,3G,Upload,0.49,-65
384622,3G,Upload,0.62,-69
384623,3G,Upload,0.06,-69
384624,3G,Upload,0.3,-73
384625,3G,Upload,0.82,-83
384626,3G,Upload,0.92,-85
384627,3G,Upload,0.65,-69
384628,3G,Upload,0.55,-69
384629,3G,Upload,0.46,-73
384630,3G,Upload,0.72,-73
384631,3G,Upload,0.36,-73
384632,3G,Upload,0.54,-77
384633,3G,Upload,0.6,-67
384634,3G,Upload,0.58,-95
384665,3G,Download,0.26,-97
384668,3G,Upload,0.01,-101
384679,3G,Download,0.01,-99
384680,3G,Upload,0.56,-93
384718,3G,Upload,0.0,-89
384721,3G,Download,0.81,-93
384724,3G,Upload,0.38,-93
384805,3G,Download,0.44,-89
384812,3G,Upload,0.26,-89
384839,3G,Download,1.42,-91
384840,3G,Download,0.72,-97
384841,3G,Download,1.98,-91
384842,3G,Download,0.22,-91
384843,3G,Download,1.22,-91
384844,3G,Upload,1.87,-91
384845,3G,Upload,1.78,-91
384846,3G,Upload,0.94,-91
384847,3G,Upload,0.02,-91
384848,3G,Upload,1.78,-91
384849,3G,Download,2.46,-77
384878,3G,Download,2.5,-55
384893,3G,Download,0.56,-93
384894,3G,Download,0.41,-93
384899,3G,Download,0.66,-95
384900,3G,Download,0.58,-95
384901,3G,Download,1.51,-95
384902,3G,Download,0.54,-89
384903,3G,Download,3.44,-79
384904,3G,Download,7.43,-75
384905,3G,Download,4.51,-79
384906,3G,Download,5.25,-79
384907,3G,Download,5.83,-77
384908,3G,Download,2.97,-79
384937,3G,Download,2.61,-63
384938,3G,Download,4.03,-61
384939,3G,Download,1.15,-63
384957,3G,Download,0.21,-95
384976,3G,Download,0.29,-83
384992,3G,Download,1.5,-83
384993,3G,Download,1.58,-75
384994,3G,Download,0.61,-75
384995,3G,Download,1.24,-83
384996,3G,Download,0.49,-67
385005,3G,Download,7.32,-77
385006,3G,Download,4.74,-59
385007,3G,Download,5.95,-57
385008,3G,Download,3.81,-69
385009,3G,Download,10.96,-59
385010,3G,Download,5.98,-55
385011,3G,Download,3.91,-67
385021,3G,Download,0.76,-93
385043,3G,Download,10.98,-57
385044,3G,Download,7.86,-67
385050,3G,Download,4.59,-67
385051,3G,Download,9.13,-57
385052,3G,Download,9.74,-63
385053,3G,Download,4.05,-65
385054,3G,Download,6.2,-65
385055,3G,Download,6.71,-65
385064,3G,Download,3.44,-77
385069,3G,Download,2.63,-81
385070,3G,Download,2.32,-79
385085,3G,Download,5.54,-79
385086,3G,Download,5.94,-81
385087,3G,Download,6.43,-79
385088,3G,Download,5.05,-81
385089,3G,Upload,1.54,-83
385118,3G,Upload,2.36,-55
385133,3G,Upload,1.28,-93
385134,3G,Upload,0.84,-93
385139,3G,Upload,0.64,-95
385140,3G,Upload,0.96,-95
385141,3G,Upload,1.28,-93
385142,3G,Upload,0.52,-89
385143,3G,Upload,2.57,-83
385144,3G,Upload,2.64,-81
385145,3G,Upload,2.63,-79
385146,3G,Upload,2.52,-89
385147,3G,Upload,2.6,-91
385148,3G,Upload,1.83,-95
385177,3G,Upload,2.53,-75
385178,3G,Upload,2.62,-75
385179,3G,Upload,2.35,-73
385197,3G,Upload,0.98,-91
385232,3G,Upload,2.51,-87
385233,3G,Upload,2.11,-81
385234,3G,Upload,2.45,-85
385235,3G,Upload,0.14,-77
385236,3G,Upload,0.66,-73
385245,3G,Upload,2.66,-77
385246,3G,Upload,2.64,-71
385247,3G,Upload,2.05,-71
385248,3G,Upload,2.6,-69
385249,3G,Upload,2.66,-65
385250,3G,Upload,2.6,-67
385251,3G,Upload,2.3,-77
385261,3G,Upload,0.7,-93
385283,3G,Upload,1.43,-55
385284,3G,Upload,2.74,-75
385290,3G,Upload,2.16,-71
385291,3G,Upload,2.25,-61
385292,3G,Upload,2.39,-69
385293,3G,Upload,2.04,-61
385294,3G,Upload,0.99,-73
385295,3G,Upload,1.57,-67
385304,3G,Upload,2.34,-77
385309,3G,Upload,2.39,-81
385310,3G,Upload,2.61,-71
385325,3G,Upload,2.33,-79
385326,3G,Upload,2.53,-81
385327,3G,Upload,2.22,-79
385328,3G,Upload,2.46,-91
385346,3G,Download,5.87,-69
385365,3G,Upload,3.44,-69
385373,3G,Upload,0.03,-91
385390,3G,Download,3.5,-69
385391,3G,Download,4.91,-69
385392,3G,Download,4.46,-67
385393,3G,Download,5.73,-69
385394,3G,Download,2.51,-85
385395,3G,Download,0.44,-85
385396,3G,Download,0.42,-81
385397,3G,Download,0.4,-85
385398,3G,Download,0.3,-89
385399,3G,Download,0.61,-83
385400,3G,Download,0.82,-87
385401,3G,Download,0.95,-79
385408,3G,Download,0.4,-85
385409,3G,Download,0.39,-85
385410,3G,Download,1.1,-85
385414,3G,Download,0.98,-79
385415,3G,Download,1.52,-79
385416,3G,Download,2.54,-87
385419,3G,Download,0.62,-75
385431,3G,Download,1.92,-75
385432,3G,Download,1.31,-73
385433,3G,Download,1.36,-75
385437,3G,Upload,0.92,-67
385438,3G,Upload,0.9,-69
385439,3G,Upload,0.9,-67
385440,3G,Upload,0.77,-71
385441,3G,Upload,0.02,-85
385442,3G,Upload,0.01,-79
385443,3G,Upload,0.01,-81
385444,3G,Upload,0.01,-85
385445,3G,Upload,0.0,-89
385446,3G,Upload,0.55,-83
385447,3G,Upload,0.66,-85
385448,3G,Upload,0.42,-81
385455,3G,Upload,0.02,-85
385456,3G,Upload,0.01,-85
385457,3G,Upload,0.06,-85
385461,3G,Upload,0.02,-79
385462,3G,Upload,0.48,-79
385463,3G,Upload,0.46,-87
385466,3G,Upload,0.01,-75
385478,3G,Upload,0.59,-75
385479,3G,Upload,0.42,-75
385480,3G,Upload,0.02,-75
385716,3G,Download,0.12,-81
385717,3G,Download,0.22,-63
385722,3G,Upload,1.27,-83
385723,3G,Upload,1.58,-63
385725,3G,Download,4.0,-87
385726,3G,Download,1.91,-91
385727,3G,Download,1.95,-95
385791,3G,Download,4.89,-79
385798,3G,Upload,2.01,-77
385917,3G,Upload,0.55,-93
385918,3G,Upload,0.3,-101
385998,3G,Download,0.38,-91
385999,3G,Download,1.38,-91
386000,3G,Download,0.48,-91
386001,3G,Upload,0.42,-91
386002,3G,Upload,0.08,-85
386003,3G,Upload,0.03,-91
386108,3G,Download,0.32,-103
386133,3G,Download,0.63,-85
386136,3G,Upload,0.98,-85
386211,3G,Upload,1.44,-85
386212,3G,Upload,1.47,-85
386213,3G,Upload,0.86,-73
386214,3G,Upload,0.45,-89
386215,3G,Upload,0.65,-77
386216,3G,Upload,1.34,-73
386217,3G,Upload,1.53,-75
386218,3G,Upload,1.2,-75
386219,3G,Upload,1.26,-85
386220,3G,Upload,1.28,-85
386221,3G,Upload,1.37,-73
386222,3G,Upload,1.72,-71
386223,3G,Upload,1.44,na
386224,3G,Upload,1.39,na
386225,3G,Upload,1.28,na
386226,3G,Upload,1.18,-63
386227,3G,Upload,0.92,na
386228,3G,Upload,1.48,-69
386229,3G,Upload,1.6,na
386275,3G,Download,1.18,-81
386276,3G,Upload,0.28,-81
386309,3G,Download,2.42,-93
386354,3G,Upload,1.86,-85
386409,3G,Download,4.12,-79
386413,3G,Upload,4.01,-77
386427,3G,Download,1.51,-97
386431,3G,Upload,0.14,-99
386465,3G,Download,0.0,-93
386466,3G,Upload,1.17,-89
386579,3G,Download,0.16,-85
386580,3G,Upload,1.15,-85
386710,3G,Download,6.23,-55
386711,3G,Download,3.16,na
386712,3G,Download,4.38,na
386715,3G,Upload,7.18,-55
386716,3G,Upload,3.84,na
386717,3G,Upload,3.47,-57
386731,3G,Download,5.02,-69
386732,3G,Download,6.92,-67
386733,3G,Download,5.69,-69
386734,3G,Upload,1.15,-69
386735,3G,Upload,1.14,-75
386736,3G,Upload,0.96,-73
386737,3G,Download,0.72,-71
386738,3G,Download,0.45,-81
386742,3G,Upload,1.6,-71
386743,3G,Upload,0.84,-83
386787,3G,Download,5.25,-91
386788,3G,Download,0.88,-91
386789,3G,Download,3.55,-91
386790,3G,Download,1.12,-81
386791,3G,Download,1.56,-91
386792,3G,Download,5.41,-85
386794,3G,Download,0.26,-97
386795,3G,Download,0.43,-91
386796,3G,Download,1.79,-85
386797,3G,Download,0.13,-91
386798,3G,Download,1.48,-91
386799,3G,Download,1.24,-91
386855,3G,Download,1.68,-71
386856,3G,Download,1.39,-69
386859,3G,Upload,1.16,-71
386860,3G,Upload,0.84,-71
386883,3G,Download,0.21,-87
386976,3G,Download,0.24,-77
386977,3G,Download,0.76,-79
386978,3G,Download,4.52,-69
386979,3G,Download,2.53,-73
386980,3G,Download,0.16,-77
386981,3G,Download,0.0,-63
386982,3G,Download,0.22,-67
386983,3G,Download,0.0,-55
386984,3G,Upload,1.64,-79
386985,3G,Upload,0.25,-79
386986,3G,Upload,1.55,-75
386987,3G,Upload,2.44,-69
386988,3G,Upload,1.8,-79
386989,3G,Upload,1.14,-63
386990,3G,Upload,0.21,-63
386991,3G,Upload,1.33,-55
387104,3G,Download,1.4,-77
387105,3G,Download,0.91,-77
387106,3G,Download,0.68,-75
387107,3G,Download,1.22,-77
387108,3G,Download,0.28,-75
387109,3G,Download,2.1,-75
387110,3G,Download,0.1,-85
387111,3G,Download,0.37,-85
387112,3G,Download,0.3,-85
387113,3G,Download,4.39,-63
387114,3G,Download,0.19,na
387115,3G,Download,0.93,-61
387116,3G,Download,0.44,-61
387117,3G,Download,0.17,-71
387118,3G,Download,0.34,-67
387119,3G,Download,0.4,-71
387120,3G,Download,1.13,-65
387121,3G,Download,1.45,-61
387122,3G,Download,2.96,-59
387123,3G,Download,5.6,-61
387124,3G,Download,4.79,-55
387125,3G,Download,7.79,-59
387126,3G,Download,8.15,-55
387127,3G,Download,9.83,-73
387128,3G,Download,11.16,-65
387129,3G,Download,1.03,-97
387130,3G,Download,2.21,-91
387131,3G,Download,0.6,-101
387132,3G,Download,5.98,-69
387133,3G,Upload,1.94,-81
387134,3G,Upload,1.31,-77
387135,3G,Upload,0.29,-75
387136,3G,Upload,0.5,-73
387137,3G,Upload,0.63,-81
387138,3G,Upload,0.63,-75
387139,3G,Upload,0.44,-83
387140,3G,Upload,0.25,-85
387141,3G,Upload,1.88,-83
387142,3G,Upload,0.52,-61
387143,3G,Upload,0.31,-63
387144,3G,Upload,0.19,-59
387145,3G,Upload,0.28,-55
387146,3G,Upload,0.43,-71
387147,3G,Upload,0.54,-69
387148,3G,Upload,0.94,-63
387149,3G,Upload,1.24,-63
387150,3G,Upload,1.24,-63
387151,3G,Upload,3.9,-67
387152,3G,Upload,4.56,-55
387153,3G,Upload,3.53,-61
387154,3G,Upload,4.5,-59
387155,3G,Upload,4.11,-55
387156,3G,Upload,4.64,-73
387157,3G,Upload,1.14,-57
387158,3G,Upload,0.28,-101
387159,3G,Upload,0.84,-95
387160,3G,Upload,0.17,-111
387161,3G,Upload,3.08,-65
387276,3G,Download,0.19,-97
387277,3G,Upload,0.33,-91
387458,3G,Download,1.5,-71
387459,3G,Download,3.23,-85
387460,3G,Upload,1.71,-71
387461,3G,Upload,2.12,-85
387469,3G,Upload,1.22,-65
387470,3G,Upload,1.23,-71
387631,3G,Download,0.23,-79
387637,3G,Download,0.1,-77
387648,3G,Download,0.46,-85
387680,3G,Upload,0.82,-79
387686,3G,Upload,1.36,-85
387697,3G,Upload,1.7,-85
387729,3G,Download,0.82,-103
387732,3G,Upload,0.75,-105
387741,3G,Download,3.41,-67
387742,3G,Download,7.28,-77
387743,3G,Download,1.62,-79
387744,3G,Download,2.0,-71
387745,3G,Download,2.83,-79
387750,3G,Upload,2.53,-71
387751,3G,Upload,2.48,-79
387752,3G,Upload,1.37,-67
387753,3G,Upload,0.98,-77
387754,3G,Upload,2.38,-79
387811,3G,Download,5.66,-85
387855,3G,Download,5.04,na
387856,3G,Download,9.02,-59
387857,3G,Download,13.91,-57
387859,3G,Download,4.06,-73
387861,3G,Download,0.02,-91
387862,3G,Download,0.4,-81
387864,3G,Download,4.48,-63
387867,3G,Download,10.55,-59
387869,3G,Download,5.14,-71
387871,3G,Download,2.52,-67
387872,3G,Download,5.28,-65
387888,3G,Download,6.65,na
387889,3G,Download,9.1,na
387890,3G,Download,10.03,na
387891,3G,Download,9.67,na
387892,3G,Download,6.88,na
387893,3G,Download,5.03,na
387894,3G,Download,4.12,na
387895,3G,Download,4.57,na
387896,3G,Download,9.38,na
387900,3G,Upload,1.9,-57
387901,3G,Upload,2.18,-59
387902,3G,Upload,1.43,-77
387904,3G,Upload,0.93,-81
387906,3G,Upload,0.35,-81
387907,3G,Upload,1.02,-81
387909,3G,Upload,1.53,-61
387912,3G,Upload,1.8,-71
387914,3G,Upload,2.01,-77
387916,3G,Upload,0.88,-81
387917,3G,Upload,1.92,-79
387933,3G,Upload,1.5,na
387934,3G,Upload,1.19,na
387935,3G,Upload,1.39,na
387936,3G,Upload,1.18,na
387937,3G,Upload,1.26,na
387938,3G,Upload,1.53,na
387939,3G,Upload,1.39,-57
387940,3G,Upload,1.27,na
387941,3G,Upload,2.05,na
388006,3G,Download,0.32,-83
388007,3G,Download,1.19,-79
388008,3G,Download,0.32,-87
388247,3G,Download,0.0,-85
388248,3G,Download,0.42,-85
388249,3G,Upload,0.34,-97
388250,3G,Upload,0.38,-85
388280,3G,Download,0.72,na
388284,3G,Download,0.72,-57
388285,3G,Download,0.92,-63
388286,3G,Upload,0.42,na
388290,3G,Upload,0.32,-57
388291,3G,Upload,0.4,-63
388377,3G,Download,0.6,-75
388380,3G,Upload,2.18,-75
388396,3G,Download,0.3,-99
388397,3G,Upload,1.13,-101
388539,3G,Download,1.44,-67
388543,3G,Download,2.32,-57
388544,3G,Download,1.75,-61
388549,3G,Download,9.42,-83
388550,3G,Download,11.06,-87
388551,3G,Download,3.23,-57
388554,3G,Upload,1.69,-67
388558,3G,Upload,0.8,-63
388559,3G,Upload,0.87,-75
388564,3G,Upload,1.4,-83
388565,3G,Upload,0.8,-87
388566,3G,Upload,1.12,-63
388824,3G,Download,0.55,-95
388829,3G,Upload,0.79,-93
388836,3G,Download,12.86,na
388840,3G,Download,3.16,-67
388861,3G,Download,0.0,-97
388880,3G,Upload,0.0,-97
388909,3G,Download,0.32,-85
388910,3G,Upload,0.04,-85
388957,3G,Upload,0.26,-101
388983,3G,Download,0.07,-99
388984,3G,Download,0.1,-101
388986,3G,Upload,0.29,-93
388987,3G,Upload,0.5,-95
389042,3G,Download,0.87,-85
389043,3G,Download,1.78,-85
389044,3G,Upload,2.51,-85
389045,3G,Upload,0.3,-85
389051,3G,Download,2.09,-93
389052,3G,Download,2.87,-95
389053,3G,Download,2.66,-95
389054,3G,Download,4.01,-95
389055,3G,Download,5.17,-91
389056,3G,Download,4.26,-91
389057,3G,Download,0.64,-99
389058,3G,Download,5.83,-79
389059,3G,Download,12.1,-73
389060,3G,Download,0.97,-71
389061,3G,Download,0.75,-89
389062,3G,Download,4.4,-87
389063,3G,Download,8.36,-87
389064,3G,Download,8.79,-87
389065,3G,Download,6.58,-85
389066,3G,Download,7.1,-89
389067,3G,Download,7.76,-87
389068,3G,Download,7.49,-91
389069,3G,Download,6.39,-91
389070,3G,Download,9.56,-77
389071,3G,Download,0.65,-91
389072,3G,Download,0.69,-89
389073,3G,Download,1.37,-89
389139,3G,Download,4.17,-73
389141,3G,Download,1.86,-79
389143,3G,Download,0.11,-99
389145,3G,Download,0.63,-95
389147,3G,Upload,0.7,-73
389149,3G,Upload,1.26,-75
389151,3G,Upload,0.52,-99
389153,3G,Upload,0.53,-93
389263,3G,Download,1.98,-77
389268,3G,Download,1.27,-87
389298,3G,Upload,1.07,-75
389300,3G,Upload,0.42,-99
389303,3G,Upload,0.71,-83
389382,3G,Download,0.75,-85
389398,3G,Download,1.06,-81
389399,3G,Download,2.4,-79
389400,3G,Download,1.36,-75
389437,3G,Upload,1.16,-85
389453,3G,Upload,1.19,-81
389454,3G,Upload,0.88,-79
389455,3G,Upload,0.34,-75
389473,3G,Download,2.99,na
389490,3G,Upload,1.99,-55
389503,3G,Download,0.92,-75
389504,3G,Download,7.49,-57
389509,3G,Download,1.36,-87
389512,3G,Upload,1.33,-87
389559,3G,Download,0.98,-95
389560,3G,Download,0.72,-97
389561,3G,Download,0.53,-93
389574,3G,Upload,0.04,-95
389575,3G,Upload,0.05,-97
389576,3G,Upload,1.08,-89
389595,3G,Download,1.37,-87
389597,3G,Upload,0.37,-87
389621,3G,Download,0.76,-87
389622,3G,Upload,0.18,-87
389680,3G,Download,1.68,-91
389686,3G,Upload,2.69,-91
389700,3G,Download,0.58,-79
389714,3G,Upload,0.81,-79
389747,3G,Download,0.16,-91
389748,3G,Upload,0.91,-91
389773,3G,Download,0.01,-89
389774,3G,Download,1.24,-85
389775,3G,Download,1.1,-89
389777,3G,Download,0.0,-73
389778,3G,Download,1.49,-67
389779,3G,Download,2.0,-73
389790,3G,Download,1.74,-73
389791,3G,Download,2.22,-75
389792,3G,Download,2.62,-81
389800,3G,Download,0.48,-87
389801,3G,Download,0.36,-87
389802,3G,Download,0.75,-87
389803,3G,Download,0.37,-85
389804,3G,Download,4.9,-87
389807,3G,Download,0.82,-65
389808,3G,Download,2.64,na
389812,3G,Download,2.16,-89
389813,3G,Download,3.31,-85
389814,3G,Download,2.07,-85
389817,3G,Upload,0.64,-85
389818,3G,Upload,0.01,-85
389819,3G,Upload,0.03,-93
389821,3G,Upload,2.91,-69
389822,3G,Upload,2.08,-69
389823,3G,Upload,2.35,-73
389834,3G,Upload,2.79,-69
389835,3G,Upload,0.72,-81
389836,3G,Upload,1.06,-81
389844,3G,Upload,0.55,-87
389845,3G,Upload,0.65,-87
389846,3G,Upload,0.35,-87
389847,3G,Upload,0.43,-87
389848,3G,Upload,0.66,-85
389851,3G,Upload,2.59,-59
389852,3G,Upload,0.78,na
389856,3G,Upload,0.32,-89
389857,3G,Upload,0.5,-91
389858,3G,Upload,0.35,-89
389875,3G,Upload,1.74,-65
389897,3G,Download,0.79,-81
389904,3G,Download,0.57,-89
389905,3G,Download,0.34,-85
389906,3G,Download,0.18,-75
389907,3G,Download,0.01,-81
389915,3G,Download,1.71,-71
389916,3G,Download,1.32,-69
389922,3G,Download,0.68,-91
389926,3G,Upload,0.62,-91
389930,3G,Upload,0.04,-99
389933,3G,Upload,1.11,-85
389934,3G,Upload,0.07,-85
389935,3G,Upload,0.98,-73
389936,3G,Upload,0.61,-75
389943,3G,Upload,2.01,-69
389944,3G,Upload,1.43,-69
389945,3G,Upload,1.05,-65
389951,3G,Upload,0.46,-91
389981,3G,Download,0.0,-87
389990,3G,Download,0.52,-95
389992,3G,Download,0.79,-83
389993,3G,Download,2.1,-73
389994,3G,Download,5.5,-63
390000,3G,Download,0.04,-65
390011,3G,Download,0.65,-73
390014,3G,Download,0.43,-77
390015,3G,Download,2.31,-91
390019,3G,Download,1.16,-81
390020,3G,Download,7.43,-77
390021,3G,Download,6.85,-81
390030,3G,Download,6.74,-89
390031,3G,Download,10.22,-83
390033,3G,Download,3.24,-79
390036,3G,Download,1.07,-95
390038,3G,Download,3.68,-91
390040,3G,Download,4.06,-61
390069,3G,Upload,0.59,-85
390078,3G,Upload,0.21,-87
390080,3G,Upload,2.1,-83
390081,3G,Upload,0.92,-75
390082,3G,Upload,2.81,-65
390088,3G,Upload,2.19,-65
390099,3G,Upload,1.17,-79
390100,3G,Upload,6.19,-87
390102,3G,Upload,0.7,-77
390107,3G,Upload,2.73,-83
390108,3G,Upload,4.05,-79
390109,3G,Upload,3.46,-83
390118,3G,Upload,3.56,-83
390119,3G,Upload,4.1,-83
390120,3G,Upload,3.19,-85
390121,3G,Upload,3.43,-83
390124,3G,Upload,1.25,-85
390126,3G,Upload,3.38,-89
390127,3G,Upload,0.11,-85
390128,3G,Upload,1.13,-57
390132,3G,Upload,0.45,-93
390136,3G,Upload,5.18,-91
390156,3G,Download,5.04,-83
390161,3G,Download,0.97,-85
390168,3G,Upload,1.15,-85
390193,3G,Download,1.0,-76
390251,3G,Download,0.21,-87
390258,3G,Upload,0.29,-87
390283,3G,Upload,0.69,na
390305,3G,Upload,0.52,-77
390323,3G,Download,1.23,-83
390324,3G,Download,3.67,-79
390325,3G,Download,2.58,-73
390326,3G,Download,5.95,-95
390327,3G,Upload,1.67,-83
390328,3G,Upload,2.0,-79
390329,3G,Upload,1.67,-73
390330,3G,Upload,2.34,-95
390333,3G,Download,0.78,-81
390334,3G,Download,3.84,-89
390335,3G,Download,1.23,-89
390336,3G,Download,3.62,-77
390337,3G,Download,0.42,-99
390381,3G,Download,0.65,-69
390382,3G,Download,0.86,-73
390383,3G,Download,0.69,-91
390384,3G,Download,0.43,-85
390385,3G,Download,0.22,-59
390386,3G,Upload,0.76,-81
390387,3G,Upload,1.05,-75
390388,3G,Upload,0.41,-81
390389,3G,Upload,0.06,-99
390390,3G,Upload,3.34,-59
390442,3G,Download,5.84,-85
390443,3G,Download,1.37,-85
390463,3G,Upload,1.95,-85
390464,3G,Upload,0.7,-85
390652,3G,Download,1.0,-97
390653,3G,Download,0.57,-97
390654,3G,Upload,0.01,-107
390655,3G,Upload,0.0,-107
390752,3G,Download,14.64,-85
390753,3G,Download,11.47,-71
390754,3G,Upload,3.05,-85
390755,3G,Upload,1.86,-79
390798,3G,Download,2.16,-79
390799,3G,Download,0.65,-91
390802,3G,Upload,1.23,-81
390803,3G,Upload,0.64,-91
390832,3G,Download,0.34,-85
390833,3G,Download,0.66,-85
390834,3G,Download,0.24,-85
390835,3G,Download,0.08,-97
390836,3G,Download,0.06,-85
390856,3G,Upload,1.14,-101
390871,3G,Upload,0.29,-85
390956,3G,Download,0.0,-77
390959,3G,Upload,0.57,-77
390981,3G,Download,3.68,-65
390982,3G,Download,2.12,-81
390985,3G,Download,1.25,-95
390988,3G,Download,5.63,na
390992,3G,Download,1.26,-81
391045,3G,Upload,1.63,-63
391046,3G,Upload,0.28,-79
391049,3G,Upload,0.72,-91
391052,3G,Upload,1.82,na
391056,3G,Upload,1.49,-109
391270,3G,Upload,3.11,na
391375,3G,Download,4.95,-91
391379,3G,Upload,1.94,-95
391417,3G,Download,1.36,-95
391428,3G,Upload,0.02,-105
391472,3G,Download,0.36,-89
391475,3G,Upload,0.05,-95
391639,3G,Download,2.54,-89
391640,3G,Download,8.9,-85
391641,3G,Download,0.67,-75
391642,3G,Upload,2.4,-91
391643,3G,Upload,1.4,-87
391644,3G,Upload,0.45,-75
391649,3G,Download,0.82,-85
391650,3G,Upload,1.92,-85
391936,3G,Download,0.0,-73
391937,3G,Download,0.38,-73
391938,3G,Download,14.81,-67
391940,3G,Download,8.18,-67
391943,3G,Download,7.74,-83
391945,3G,Download,5.58,-77
391947,3G,Download,7.17,-85
391954,3G,Upload,0.38,-73
391955,3G,Upload,0.33,-73
391956,3G,Upload,3.38,-67
391958,3G,Upload,1.42,-67
391960,3G,Upload,0.38,-108
391961,3G,Upload,2.68,-83
391963,3G,Upload,2.86,-77
391965,3G,Upload,1.32,-85
391983,3G,Upload,0.02,-97
391984,3G,Upload,0.09,-95
391985,3G,Upload,0.95,-93
391988,3G,Download,1.68,-71
391989,3G,Download,7.85,-81
391990,3G,Download,0.98,-81
391991,3G,Download,3.16,-87
391992,3G,Download,1.19,-81
391993,3G,Download,2.04,-91
391994,3G,Download,1.23,-81
391995,3G,Download,0.21,-73
391996,3G,Download,0.78,-83
391997,3G,Download,1.63,-69
392000,3G,Download,1.71,-85
392001,3G,Download,2.06,-81
392002,3G,Download,0.84,-85
392003,3G,Download,4.6,-85
392004,3G,Download,10.07,-85
392005,3G,Download,1.96,-59
392006,3G,Download,0.3,-83
392007,3G,Download,4.64,-63
392008,3G,Download,1.46,-69
392009,3G,Download,2.12,-69
392010,3G,Download,0.81,-93
392011,3G,Download,1.13,-95
392012,3G,Download,1.0,-93
392013,3G,Download,1.66,-83
392014,3G,Download,1.12,-87
392015,3G,Download,1.98,-85
392016,3G,Download,1.44,-85
392017,3G,Download,0.39,-89
392018,3G,Upload,1.19,-71
392019,3G,Upload,1.46,-81
392020,3G,Upload,0.83,-81
392021,3G,Upload,0.83,-87
392022,3G,Upload,1.1,-81
392023,3G,Upload,0.9,-91
392024,3G,Upload,0.9,-81
392025,3G,Upload,1.3,-73
392026,3G,Upload,0.3,-83
392027,3G,Upload,0.39,-69
392030,3G,Upload,1.34,-85
392031,3G,Upload,1.1,-81
392032,3G,Upload,0.7,-85
392033,3G,Upload,3.94,-85
392034,3G,Upload,1.15,-85
392035,3G,Upload,1.64,-59
392036,3G,Upload,0.89,-83
392037,3G,Upload,2.8,-63
392038,3G,Upload,1.18,-69
392039,3G,Upload,1.57,-69
392040,3G,Upload,2.07,-93
392041,3G,Upload,0.16,-95
392042,3G,Upload,1.4,-93
392043,3G,Upload,1.38,-83
392044,3G,Upload,1.3,-87
392045,3G,Upload,2.32,-85
392046,3G,Upload,2.08,-85
392047,3G,Upload,1.4,-89
392234,3G,Download,0.25,-85
392267,3G,Upload,0.06,-85
392301,3G,Download,0.45,-97
392303,3G,Upload,0.01,-97
392315,3G,Download,2.41,-69
392316,3G,Upload,2.38,-81
392323,3G,Download,0.22,-99
392324,3G,Download,0.71,-113
